hexagram_id,chinese_character,wade_giles_romanization,pinyin_romanization,english_translation,hexagram_symbol,image_url,description,judgment_text,judgment_interpretation,image_text,image_interpretation,full_change_text,full_change_interpretation,created_at,updated_at,deleted_at,lower_nuclear_trigram_id,lower_trigram_id,upper_nuclear_trigram_id,upper_trigram_id,binary_value_string
48,井,ching,jǐng,The Well,䷯,visual_i_ching_app/img/hex48.png,"In ancient China, the pole-and-bucket well was a symbol of the interplay between wood and water. The wooden poles, used to haul water from the well, represented the connection between wood and the act of drawing water. This image also alluded to the plant world, where plants absorb water through their fibers. The well itself symbolized the concept of an abundant and limitless source of nourishment.","The Well. The town may be changed,
But the well cannot be changed.
It neither decreases nor increases.
They come and go and draw from the well.
If one gets down almost to the water
And the rope does not go all the way,
Or the jug breaks, it brings misfortune.","The capital cities in ancient China were occasionally relocated for better positioning and due to changes in dynasties. While architectural styles evolved, the shape of the well remained constant throughout the centuries, symbolizing a social structure that transcends political forms. Political systems and nations may change, but the fundamental needs of human life remain constant and unchangeable. Life is abundant and enduring, unaffected by the passage of generations. However, for a satisfactory organization of society, it is essential to address the foundational aspects of life. Superficial attempts to order life without satisfying its deepest needs are futile. Negligence and excessive military defense that leads to the destruction of a state's power are equally detrimental. These principles apply to individuals as well. Despite differences in disposition and education, all humans share the same essential nature. Each individual can tap into the boundless potential of their divine nature through education. Yet, two dangers loom: remaining superficial and clinging to conventions, which is as ineffective as a lack of education, or experiencing a sudden collapse and neglecting personal growth.","Water over wood: the image of The Well.
Thus the superior man encourages the people at their work,
And exhorts them to help one another.","The trigram xùn (wood) is positioned below, while the trigram kǎn (water) is above it. Wood draws water upwards, resembling how a well benefits all parts of a plant. Similarly, a wise individual arranges human society to ensure that its components collaborate for the greater good, akin to the harmonious functioning of a plant organism.","","",2023-06-12 04:05:42.625513+00,2023-06-19 19:08:39.389988+00,,2,5,3,6,011010
14,大有,ta yu,dà yǒu,Possession in Great Measure,䷍,visual_i_ching_app/img/hex14.png,"In heaven, the shining fire illuminates everything, revealing their true nature. The weak fifth line holds a position of importance, while the strong lines align with it. Modesty and kindness in a high position attract abundance and opportunities.","Possession in Great Measure.
Supreme success.","The combination of strength and clarity is represented by two trigrams. Possessions are influenced by fate and align with the timing. Surprisingly, the weak line can hold and possess the strong lines through unselfish modesty. Currently, the conditions are favorable, characterized by internal strength, external clarity, and refinement. Power is manifesting itself gracefully and under control. This leads to ultimate success and prosperity.","Fire in heaven above:
The image of Possession in Great Measure.
Thus the superior man curbs evil and furthers good,
And thereby obeys the benevolent will of heaven.","Proper administration is crucial for the grand possession of the sun, symbolizing light on Earth. The sun reveals both good and evil, necessitating humanity's efforts to restrain evil and support good. By doing so, humans align with God's benevolent will, which seeks only good and rejects evil.","","",2023-06-09 17:27:37.665947+00,2023-06-19 18:56:17.023481+00,,1,1,2,3,111101
41,損,sung,sǔn,Decrease,䷨,visual_i_ching_app/img/hex41.png,"This hexagram signifies a shift of power from the lower to the upper trigram, as the originally strong third line moves to the top and replaces the originally weak top line. This results in a decrease of what is below in favor of what is above, leading to a significant decrease overall. When the foundation weakens while the upper structure strengthens, the entire building gains stability. Similarly, a decrease in the prosperity of the people to benefit the government represents a complete decrease. The hexagram's main focus is to illustrate how this redistribution of wealth can occur without causing the nation's sources of wealth and its lower classes to fail.","Decrease combined with sincerity
Brings about supreme good fortune
Without blame.
One may be persevering in this.
It furthers one to undertake something.
How is this to be carried out?
One may use two small bowls for the sacrifice.","In understanding the concept of decrease, it is important to recognize its inherent nature and not mask poverty with empty pretense. During times of scarcity, simplicity is crucial as it provides inner strength for future endeavors. It is unnecessary to be concerned if outward beauty or elaborate religious forms are compromised. The inner attitude and strength compensate for any external shortcomings. False appearances are not required when expressing heartfelt sentiments to God. Even with limited resources, genuine emotions can be conveyed.","At the foot of the mountain, the lake:
The image of Decrease.
Thus the superior man controls his anger
And restrains his instincts.","The evaporation of the lake benefits the mountain as it gains moisture. The mountain symbolizes strong and stubborn strength that can turn into anger, while the lake represents unrestrained joy that can lead to passionate desires at the cost of vital energy. Thus, a decrease is needed. Anger should be reduced by remaining calm, and instincts must be restrained. Through this decrease of the lower aspects of the mind, the higher aspects of the soul are enhanced.","","",2023-06-12 03:44:07.410948+00,2023-06-19 19:06:05.345988+00,,4,2,8,7,110001
47,困,k'un,kùn,Oppression (Exhaustion),䷮,visual_i_ching_app/img/hex47.png,"The lake is dried up, expressing exhaustion. A dark line holds down two light lines above, while a light line is hemmed in between two dark lines below. The upper trigram represents darkness, and the lower trigram represents light. This situation symbolizes the oppression of superior men by inferior men.","Oppression. Success. Perseverance.
The great man brings about good fortune.
No blame.
When one has something to say,
It is not believed.","Adversity can be a catalyst for success if it befalls the right person. When a strong individual faces challenges, their resilience and positive attitude become the foundation for future achievements, surpassing the influence of fate. Those who allow exhaustion to break their spirit will not find success. However, if adversity only bends a person, it instills in them the power to react, which will eventually manifest. This ability is unique to exceptional individuals. The great person not only brings about good fortune but also remains blameless. Although outward influence may be limited during adversity, their words carry little weight. Therefore, it is crucial to be internally strong and choose words wisely in times of hardship.","There is not water in the lake:
The image of Exhaustion.
Thus the superior man stakes his life
On following his will.","When the water drains, the lake dries up, representing a negative fate in human life. During such times, one can only accept their fate and stay true to themselves. This pertains to the innermost core of one's existence, which surpasses external circumstances.","","",2023-06-12 04:02:19.616523+00,2023-06-19 19:08:14.30906+00,,3,6,5,2,010110
51,震,chên,zhèn,"The Arousing (Shock, Thunder)",䷲,visual_i_ching_app/img/hex51.png,"The hexagram zhèn depicts the eldest son's forceful seizure of power. It shows a yang line below two yin lines, forcefully ascending. This intense movement, likened to thunder bursting from the earth, instills fear and trembling.","Shock brings success.
Shock comes - oh, oh!
Laughing words - ha, ha!
The shock terrifies for a hundred miles,
And he does not let fall the sacrificial spoon and chalice.","The fear that arises when God reveals Himself deep within the earth can be beneficial. It teaches individuals the true meaning of fear and trembling, protecting them from external terrors. Even when thunder rolls and spreads fear, a person with such understanding remains composed and reverent, ensuring that sacred rituals continue undisturbed. This inner seriousness is essential for leaders and rulers, enabling them to withstand any threat without harm.","Thunder repeated: the image of Shock.
Thus in fear and trembling
The superior man sets his life in order
And examines himself.","The presence of thunder instills fear and trembling. A wise person shows deep respect for God's manifestations, organizing their life and examining their heart for any hidden resistance to God's will. Reverence forms the basis of genuine culture.","","",2023-06-12 04:18:32.109355+00,2023-06-19 19:09:47.656795+00,,7,4,6,4,100100
53,漸,chien,jiàn,Development (Gradual Progress),䷴,visual_i_ching_app/img/hex53.png,"The hexagram consists of the trigrams xùn (wood, penetration) above and gèn (mountain, stillness) below. It symbolizes gradual development and progress. xùn represents external penetration and gèn represents internal stillness. A tree on a mountain grows steadily, reflecting its inherent nature and establishing a strong foundation. The trigrams further emphasize this concept: internal tranquillity prevents hasty actions, while external penetration allows for growth and advancement.","Development. The maiden
Is given in marriage.
Good fortune.
Perseverance furthers.","The development of events that leads to a girl's following a man to his home proceeds slowly. The various formalities must be disposed of before the marriage takes place. This principle of gradual development can be applied to other situations as well; it is always applicable where it is a matter of correct relationships of co-operation, as for instance in the appointment of an official. The development must be allowed to take its proper course. Hasty action would not be wise. This is also true, finally, of any effort to exert influence on others, for here too the essential factor is a correct way of development through cultivation of one's own personality. No influence such as that exerted by agitators has a lasting effect. Within the personality too, development must follow the same course if lasting results are to be achieved. Gentleness that is adaptable, but at the same time penetrating, is the outer form that should proceed from inner calm. The very gradualness of the development makes it necessary to have perseverance, for perseverance alone prevents slow progress from dwindling to nothing.","On the mountain, a tree:
The image of Development.
Thus the superior man abides in dignity and virtue,
In order to improve the mores.","The tree on the mountain is visible from afar, and its development influences the landscape of the entire region. It does not shoot up like a swamp plant; its growth proceeds gradually. Thus also the work of influencing people can be only gradual. No sudden influence or awakening is of lasting effect. Progress must be quite gradual, and in order to obtain such progress in public opinion and in the mores of the people, it is necessary for the personality to acquire influence and weight. This comes about through careful and constant work on one's own moral development.","","",2023-06-12 04:23:52.336669+00,2023-06-19 19:10:21.513504+00,,6,7,3,5,001011
50,鼎,ting,tǐng,The Caldron,䷱,visual_i_ching_app/img/hex50.png,"The hexagram tǐng, symbolizing The Caldron, depicts the image of a vessel with legs, a belly, handles (ears), and carrying rings. It represents nourishment and was traditionally used to hold cooked food in ancestral temples and banquets. The tǐng, made of bronze, was used by family heads to serve food to guests. The Well hexagram also conveys the idea of nourishment, but more specifically for the people. The tǐng, as a symbol of refined civilization, signifies the cultivation and support of capable individuals, benefiting the state. Interestingly, The Caldron and The Well are the only two hexagrams in the I Ching that represent man-made objects. However, these representations carry abstract meanings. The lower trigram, xùn, represents wood and wind, while the upper trigram, lí, represents flame. Together, they symbolize the flame ignited by wood and wind, suggesting the preparation of food.","The Caldron. Supreme good fortune.
Success.","The hexagram symbolizes the cultural superstructure of society, where wood nourishes the spirit. It emphasizes the growth of the visible into the realm of the invisible, attaining consecration and clarity within the cosmic order. This signifies the culmination of civilization in religion. Sacrificing earthly values to the divine is vital, and true divinity manifests through prophets and holy men. Reverence for them equates to reverence for God. Accepting their revealed will humbly brings inner enlightenment, understanding, and leads to great fortune and success.","Fire over wood:
The image of The Caldron.
Thus the superior man consolidates his fate
By making his position correct.","In Chinese yoga, the oral tradition emphasizes the connection between human life and the concept of fate. It draws an analogy to fire and wood, stating that just as fire depends on wood, life depends on fate. By aligning one's life and fate, harmony can be achieved, leading to a solid foundation for one's destiny. These teachings highlight the importance of understanding and embracing one's fate in order to nurture and empower one's life.","","",2023-06-12 04:14:01.39761+00,2023-06-19 19:09:29.054535+00,,1,5,2,3,011101
55,豐,fêng,fēng,Abundance [Fullness],䷶,visual_i_ching_app/img/hex55.png,"The trigram zhèn represents movement, while lí represents flame and clarity. The combination of inner clarity and outward movement leads to greatness and abundance. The hexagram depicts a time of advanced civilization, indicating that development has reached its peak. However, this state of abundance is not sustainable in the long term.","Abundance has success.
The king attains abundance.
Be not sad.
Be like the sun at midday.","A born ruler possesses the power to usher in a time of greatness and abundance, a fleeting period that invokes both admiration and sadness. However, a sage understands that dwelling on the impending decline is not fitting. In order to lead during such prosperous times, one must be free from sorrow and care, akin to the radiant midday sun that brings joy and illumination to all.","Both thunder and lightning come:
The image of Abundance.
Thus the superior man decides lawsuits
And carries out punishments.","This hexagram is linked to the hexagram shì kè, Biting Through, which also involves thunder and lightning, but in reverse order. Biting Through establishes laws, while this hexagram enforces them. The inner trigram of lí, representing clarity, enables accurate investigation, while the outer trigram of zhèn, representing shock, ensures precise punishment implementation.","","",2023-06-12 04:36:26.329314+00,2023-06-19 19:10:52.26471+00,,5,3,2,4,101100
46,升,shêng,shēng,Pushing Upward,䷭,visual_i_ching_app/img/hex46.png,"The hexagram Pushing Upward combines the lower trigram xùn (wood) and the upper trigram kūn (earth). It symbolizes the growth of wood pushing upward from the earth. Unlike the hexagram Progress, which represents expansion, Pushing Upward signifies effort and willpower. It highlights a vertical ascent from obscurity to power and influence.","Pushing Upward has supreme success.
One must see the great man.
Fear not.
Departure toward the south
Brings good fortune.","The upward progress of positive elements is unhindered, leading to great success. This progress is achieved through modesty and adaptability, not force. As the individual is carried by favorable circumstances, they move forward. It is important for them to seek the counsel of respected individuals. There is no need for fear, as success is guaranteed. However, they must also take action, as productivity brings good fortune.","Within the earth, wood grows:
The image of Pushing Upward.
Thus the superior man of devoted character
Heaps up small things
In order to achieve something high and great.","The growth of wood mirrors the determination of a noble individual. Wood adapts, bends, and grows steadily, without rushing or ceasing. Similarly, a person of high character remains dedicated and continuously advances without pause.","","",2023-06-12 04:00:07.363158+00,2023-06-19 19:07:44.67611+00,,2,5,4,8,011000
60,節,chieh,jié,Limitation,䷻,visual_i_ching_app/img/hex60.png,"Limits are essential for managing resources effectively. Just like a lake that overflows when it receives more water, restrictions must be imposed. In Chinese, the word for limitation is associated with the joints of a bamboo stalk. In everyday life, it signifies the practice of thrift and setting definite boundaries on expenses. In a moral context, it represents the boundaries the virtuous person establishes for their conduct, encompassing loyalty and selflessness.","Limitation. Success.
Galling limitation must not be persevered in.","Limitations are troublesome, but they are effective. If we live economically in normal times, we are prepared for times of want. To be sparing saves us from humiliation. Limitations are also indispensable in the regulation of world conditions. In nature there are fixed limits for summer and winter, day and night, and these limits give the year its meaning. In the same way, economy, by setting fixed limits upon expenditures, acts to preserve property and prevent injury to the people. But in limitation we must observe due measure. If a man should seek to impose galling limitations upon his own nature, it would be injurious. And if he should go too far in imposing limitations on others, they would rebel. Therefore it is necessary to set limits even upon limitation.","Water over lake: the image of Limitation.
Thus the superior man
Creates number and measure,
And examines the nature of virtue and correct conduct.","In human life, significance is achieved through discrimination and setting limits. Just like a lake can only contain a certain amount of water, individuals need boundaries to give their lives meaning. The backbone of morality lies in clearly defining these discriminations. Unlimited possibilities would cause life to dissolve into boundlessness, so limitations are necessary for strength. By embracing duty and voluntarily accepting limitations, individuals become strong and attain significance as free spirits. It is through these self-imposed boundaries that one determines their own duty.","","",2023-06-12 04:58:15.661376+00,2023-06-19 19:12:13.943308+00,,4,2,7,6,110010
61,中孚,chung fu,zhōng fú,Inner Truth,䷼,visual_i_ching_app/img/hex61.png,"The hexagram represents a heart free from bias, receptive to truth. Its structure consists of firm lines above and below, with an open center. Each trigram has a firm line in the middle, signifying inner truth. The upper trigram embodies gentleness and tolerance towards inferiors, while the lower trigram exudes joy in obeying superiors. This creates a foundation for mutual trust, enabling accomplishments. The character fú symbolizes a bird's foot over a fledgling, evoking the concept of nurturing. Just as an egg requires external stimulation to hatch, it also needs the spark of life within. These notions give rise to profound speculations.","Inner Truth. Pigs and fishes.
Good fortune.
It furthers one to cross the great water.
Perseverance furthers.","Pigs and fishes, being the least intelligent creatures, are difficult to influence. To succeed in dealing with such intractable individuals, it is crucial to approach them without prejudice and allow their psyche to act upon oneself freely. By establishing a connection and comprehending their nature, one can exert influence and gain power over them. When this door is opened, the force of one's personality will affect them. With this approach, even daunting tasks like crossing great waters can be accomplished successfully. However, it is important to understand the basis of inner truth's power. It is not simply about intimacy or secret bonds, as even thieves can share such connections without bringing good fortune. Associations built solely on common interests have limitations and may dissolve once those interests cease. Only when a bond is rooted in righteousness and steadfastness can it remain strong enough to overcome any obstacles.","Wind over lake: the image of Inner Truth.
Thus the superior man discusses criminal cases
In order to delay executions.","In ancient China, the administration of justice was guided by the principle of understanding. The superior person aimed to penetrate the minds of individuals to comprehend their circumstances when judging their mistakes. The highest form of justice was considered to be a deep understanding that knew how to pardon. This system aimed to create a strong moral impression, eliminating the need to fear the misuse of leniency. The emphasis was not on weakness, but on a superior clarity.","","",2023-06-12 05:01:27.575035+00,2023-06-19 19:12:28.368275+00,,4,2,7,5,110011
62,小過,hsiao kuo,xiǎo guò,Preponderance of the Small,䷽,visual_i_ching_app/img/hex62.png,"In the hexagram dà guò, the strong lines are enclosed by weak lines, representing Preponderance of the Great. However, in the current hexagram, weak lines are predominant on the outside, while strong lines are within. This exceptional situation leads to a struggle and exceptional conditions. When strong lines are outside, it corresponds to the hexagram yí, Providing Nourishment, or zhōng fú, Inner Truth, which are not exceptional states. In the present hexagram, the weak element must mediate with the outside world. When a person is in a position of authority for which they are inadequate, they require extraordinary prudence.","Preponderance of the Small. Success.
Perseverance furthers.
Small things may be done; great things should not be done.
The flying bird brings the message:
It is not well to strive upward,
It is well to remain below.
Great good fortune.","Exceptional modesty and conscientiousness, when combined with a correct dignity in personal behavior, can lead to success. However, one should not become empty form and subservience. It is important to understand the demands of the time and find ways to compensate for deficiencies and damages. Great success should not be expected due to a lack of necessary strength. Instead, it is advisable to focus on lowly things rather than striving for lofty goals. The hexagram suggests that this message is symbolized by a bird. In the hexagram dà guò, the four strong lines are supported by two weak lines, creating the image of a sagging ridgepole. In contrast, the weak lines are both outside and predominant, resembling a soaring bird. However, the bird should not attempt to surpass itself and reach the sun. It should descend to the earth where its nest is located. In this way, the hexagram conveys its message.","Thunder on the mountain:
The image of Preponderance of the Small.
Thus in his conduct the superior man gives preponderance to reverence.
In bereavement he gives preponderance to grief.
In his expenditures he gives preponderance to thrift.","Thunder in the mountains is closer and louder than thunder on the plains. This image teaches the superior person to focus more intensely on duty, even if others see it as insignificant. They are diligent in their actions, prioritize emotions over formalities in mourning, and live modestly. These qualities set them apart from the masses, but what truly matters is their support for the humble in external affairs.","","",2023-06-12 05:07:32.692024+00,2023-06-19 19:12:42.32046+00,,5,7,2,4,001100
64,未濟,wei chi,wèi jì,Before Completion,䷿,visual_i_ching_app/img/hex64.png,"This hexagram represents an incomplete transition from disorder to order. The upper trigram is connected to the lower trigram, indicating preparedness for change. However, the elements are not yet in their proper positions. This hexagram is comparable to spring, symbolizing the emergence from winter's stagnation into the fruitful season of summer. It offers a positive perspective as the Book of Changes concludes.","Before Completion. Success.
But if the little fox, after nearly completing the crossing,
Gets his tail in the water,
There is nothing that would further.","The task at hand is challenging yet promising, as it aims to guide the world towards order amidst confusion. Unity is essential in achieving this goal. However, it is crucial to proceed with caution, like an experienced fox on ice. The Chinese proverb highlights the fox's alertness, carefully seeking out safe paths. A young fox lacks this prudence and may fall in, rendering its efforts futile. Therefore, success in such times requires careful deliberation and caution.","Fire over water:
The image of the condition before transition.
Thus the superior man is careful
In the differentiation of things,
So that each finds its place.","To achieve desired effects, we must understand and position the forces of fire and water appropriately. Fire rises, while water flows downward, leading to opposite effects. By comprehending the nature of these forces and their proper placement, we can harness them effectively to accomplish our goals. However, to handle external forces correctly, it is crucial to establish the correct perspective ourselves. This standpoint allows us to work accurately and achieve completion.","","",2023-06-12 05:14:07.187985+00,2023-06-19 19:13:11.559497+00,,3,6,6,3,010101
8,比,pi,bǐ,Holding Together [Union],䷇,visual_i_ching_app/img/hex8.png,"The flow of waters on Earth, such as rivers merging in the ocean, symbolizes unity and the governing principles. In the hexagram, all lines except the fifth are yielding, representing cohesion. This unity arises from a leader with a strong will at the center, who influences and holds together the yielding lines. This leader also finds harmony with others, as they complement each other's nature.","Holding Together brings good fortune.
Inquire of the oracle once again
Whether you possess sublimity, constancy, and perseverance;
Then there is no blame.
Those who are uncertain gradually join.
Whoever come too late
Meets with misfortune.","Uniting with others is crucial for mutual support and complementation. However, it requires a central figure to bring people together. This role demands strength, consistency, and a noble spirit. Those without a genuine calling for this task only create confusion. Yet, with a true rallying point, hesitant individuals gradually join voluntarily. Timing is vital in forming and solidifying relationships, governed by inner laws. Those who arrive late bear consequences, as they miss out on shared experiences and find themselves excluded. If one recognizes the importance of union but is not capable of being the center, it is their responsibility to join an existing fellowship.","On the earth is water:
The image of Holding Together.
Thus the kings of antiquity
Bestowed the different states as fiefs
And cultivated friendly relations
With the feudal lords.","In ancient China, the social organization was structured around the concept of water, which fills up empty spaces and sticks to the Earth. This principle emphasized the unity of dependents and rulers. Just as water unites with other water due to the same laws governing it, human society should also stay connected through shared interests. A cohesive community allows individuals to identify themselves as part of a whole. The central power of a society must ensure that every member recognizes their true interest lies in remaining united. This parallels the paternal relationship between the king and vassals in ancient China, where the king upheld the well-being of his subjects.","","",2023-06-09 03:26:24.133377+00,2023-06-19 18:53:50.637523+00,,8,8,7,6,000010
15,謙,ch'ien,qiān,Modesty,䷎,visual_i_ching_app/img/hex15.png,"This hexagram consists of the trigrams gèn (Keeping Still, mountain) and kūn (earth). The mountain represents the youngest son of the Creative, symbolizing heaven and earth. It bestows the blessings of rain and clouds, shining with heavenly light. This exemplifies the role of modesty in great and strong individuals. Conversely, kūn, the earth, is positioned above, highlighting its inherent humbleness. This arrangement demonstrates how modesty empowers ordinary and uncomplicated people, elevating them.","Modesty creates success.
The superior man carries things through.","According to the law of heaven, fullness becomes empty and modesty becomes full. The sun turns toward its setting at its zenith and rises toward a new dawn at its nadir. Likewise, the moon wanes when full and waxes again when empty. This celestial law also applies to the fate of individuals. The law of the earth is to alter the full and support the modest, as mountains erode and valleys fill up. The law of destiny undermines the full and favors the modest. People generally dislike fullness and admire modesty. Human destinies are governed by immutable laws that must be fulfilled. However, individuals have the power to shape their own fate by exposing themselves to benevolent or destructive forces through their behavior. When a person in a high position remains modest, they radiate wisdom. Even in a lowly position, modesty earns recognition. Thus, a superior individual can accomplish their work without boasting about their achievements.","Within the earth, a mountain:
The image of Modesty.
Thus the superior man reduces that which is too much,
And augments that which is too little.
He weighs things and makes them equal.","The plain symbolizes modesty by illustrating how high and low elements balance each other, hidden wealth within the earth. Similarly, the superior man establishes order in the world by addressing social discontent and promoting fairness.","","",2023-06-09 17:32:48.948715+00,2023-06-19 18:56:39.088338+00,,6,7,8,8,001000
31,咸,hsien,xián,Influence (Wooing),䷞,visual_i_ching_app/img/hex31.png,"The hexagram's name signifies ""universal,"" ""general,"" and figuratively, ""to influence"" and ""to stimulate."" It consists of the Joyous trigram, duì, above the Keeping Still trigram, gèn. The lower, rigid trigram quietly stimulates the upper, weak trigram, which responds cheerfully. This represents the universal attraction between genders. In courtship, the masculine principle takes initiative and positions itself below the feminine principle. This symbolizes the foundation of social relationships, as the first part of Book 1 represents the heavens and earth, while the second part focuses on courtship and marriage.","Influence. Success.
Perseverance furthers.
To take a maiden to wife brings good fortune.","The principle of mutual attraction is at play between the weak and the strong, as the weak element is above while the strong is below. This unity leads to success, as all success hinges on the power of attraction. By finding inner stillness while experiencing external joy, one can prevent excessive indulgence and maintain proper balance. This is conveyed through the advice to persevere, as perseverance distinguishes between seduction and courtship. In courtship, the strong individual willingly assumes a lower position and shows consideration for the weaker party. The attraction between affinities is a universal law of nature, seen in the attraction of heaven and earth that gives rise to all living beings. Through such attraction, sages influence the hearts of people, fostering peace in the world. By observing the attractions exerted by various entities, we can understand the essence of all beings in the cosmos.","A lake on the mountain:
The image of influence.
Thus the superior man encourages people to approach him
By his readiness to receive them.",A mountain with a lake atop benefits from the moisture due to its sunken summit. The lesson conveyed is that a humble and open mind is receptive to valuable advice. Those who believe they know everything are unlikely to receive counsel.,"","",2023-06-11 18:24:26.504051+00,2023-06-19 19:02:34.253111+00,,5,7,1,2,001110
34,大壯,ta chuang,dà zhuàng,The Power of the Great,䷡,visual_i_ching_app/img/hex34.png,"The hexagram represents the power of the great through the union of movement and strength. Four light lines are ascending, symbolizing progress. The upper trigram is zhèn, representing arousal, while the lower trigram is qián, representing creativity and strength. This hexagram is associated with the second month of the year.",The Power of the Great. Perseverance furthers.,"The hexagram signifies a time when inner strength gains prominence and becomes influential. However, there is a risk of relying solely on one's own power and neglecting moral considerations. Additionally, there is a danger of impatience and acting prematurely. Thus, perseverance is emphasized as it aligns with true power that is not reduced to mere force, but remains connected to principles of righteousness and justice. When we grasp the significance of this unity between greatness and justice, we gain insight into the profound meaning of events in both the celestial and earthly realms.","Thunder in heaven above:
The image of The Power of the Great.
Thus the superior man does not tread upon paths
That do not accord with established order.","During spring, electrical energy, symbolized by thunder, rises upward in accordance with the movement of heaven. This alignment generates immense power. However, true greatness lies in harmonizing with righteousness. Hence, in times of great power, a wise individual refrains from actions that disrupt the established order.","","",2023-06-11 18:32:09.239061+00,2023-06-19 19:03:31.526059+00,,1,1,2,4,111100
42,益,i,yì,Increase,䷩,visual_i_ching_app/img/hex42.png,"The concept of increase is depicted by the movement of the strong lowest line from the upper trigram to the lower trigram. This notion reflects the fundamental principle of the Book of Changes. True leadership entails serving others. When the higher element sacrifices itself, leading to the growth of the lower element, it is considered a complete increase. This signifies the power of the spirit in bringing assistance to the world.","Increase. It furthers one
To undertake something.
It furthers one to cross the great water.","During times of progress and successful development, when people are dedicated to their leaders, difficult and dangerous ventures can be accomplished. Sacrifices made by those in power for the betterment of those below them bring joy and gratitude, fostering a prosperous society. It is crucial to seize such opportunities and make the most of time, as this period is likened to the union of heaven and earth, where the earth is infused with the creative energy of heaven, giving birth to life. However, this time of increase is fleeting, and therefore must be utilized effectively while it lasts.","Wind and thunder: the image of Increase.
Thus the superior man:
If he sees good, he imitates it;
If he has faults, he rids himself of them.","By observing the symbiotic relationship between thunder and wind, one can learn the path to self-growth. When recognizing virtues in others, it is wise to emulate them, thereby making those qualities part of oneself. Conversely, if one identifies shortcomings within, they should be eliminated to free oneself from evil. This ethical transformation is crucial for personal development.","","",2023-06-12 03:47:47.303236+00,2023-06-19 19:06:25.603279+00,,8,4,7,5,100011
56,旅,lü,lǚ,The Wanderer,䷷,visual_i_ching_app/img/hex56.png,"The mountain stands firm, while fire rises without delay. These trigrams signify separation and unfamiliar territories. When one is a wanderer and stranger, they should avoid being rude or arrogant due to limited connections. It is crucial to be cautious and reserved to protect oneself. By being kind and accommodating to others, success can be achieved. As a wanderer, without a fixed home, the road becomes their dwelling. Thus, it is important to remain upright and steadfast, choosing the right places and associating with good people. This will bring good fortune and allow for a trouble-free journey.","The Wanderer. Success through smallness.
Perseverance brings good fortune
To the wanderer.","When someone is a wanderer and stranger, they should avoid being gruff or overbearing. Since they don't have many acquaintances, they shouldn't act superior. It's important to be cautious and reserved to protect oneself from harm. Being helpful to others leads to success. A wanderer doesn't have a permanent home; their home is the road. Hence, they should stay upright and steadfast, choosing their company wisely. By doing so, they will have good luck and be able to continue their journey without harm.","Fire on the mountain:
The image of The Wanderer.
Thus the superior man
Is clear-minded and cautious
In imposing penalties,
And protracts no lawsuits.","Penalties and lawsuits should resemble the fleeting nature of a grass fire on a mountain. They should swiftly conclude and not be prolonged indefinitely. Similarly, prisons should serve as temporary lodgings for individuals, rather than becoming permanent dwellings.","","",2023-06-12 04:42:09.603787+00,2023-06-19 19:11:07.772798+00,,5,7,2,3,001101
58,兌,tui,duì,The Joyous (Lake),䷹,visual_i_ching_app/img/hex58.png,"This hexagram is formed by doubling a trigram and represents joy. The trigram duì symbolizes the youngest daughter and is associated with a smiling lake. Joy is not derived from the yielding quality of the top line, as yielding is linked to melancholy, not joy. Instead, joy is expressed through two strong lines within the hexagram, which manifest externally as gentleness. True joy is based on inner strength and firmness, while outwardly displaying yielding and gentleness.","The Joyous. Success.
Perseverance is favorable.","Joy is contagious and contributes to success. However, it must be grounded in steadfastness to avoid excessive merriment. The combination of truth, strength, and gentleness fosters harmonious social interactions and a proper relationship with God and others. Although intimidation may yield temporary results, lasting achievements require a gentle approach. When people are won over by friendliness, they willingly endure hardships and even face death, as the power of joy is immense.","Lakes resting one on the other:
The image of The Joyous.
Thus the superior man joins with his friends
For discussion and practice.","When lakes merge, their water supply is sustained, preventing rapid evaporation and drying. Similarly, knowledge thrives through engaging with like-minded companions, engaging in discussions, and applying truths to life. This multi-faceted approach brings a joyful and light quality to learning, in contrast to the weight and narrowness often found in self-taught individuals.","","",2023-06-12 04:48:21.197218+00,2023-06-19 19:11:39.420898+00,,3,2,5,2,110110
44,姤,kou,gòu,Coming to Meet,䷫,visual_i_ching_app/img/hex44.png,"In this hexagram, darkness unexpectedly resurfaces after being eradicated. The feminine principle converges with the masculine, posing an unfavorable and perilous circumstance. Prompt comprehension and decisive measures are necessary to avert potential repercussions. This hexagram corresponds to the fifth month when darkness begins to assert its influence during the summer solstice.","Coming to Meet. The maiden is powerful.
One should not marry such a maiden.","The judgment depicts a bold girl seizing power, representing the rise of an inferior element. The weaker element appears harmless and attracts men who underestimate its potential harm. The inferior person gains power because the superior person doesn't perceive them as a threat. Resisting immediately would prevent their influence. The timing of their encounter is significant. While weaker individuals generally shouldn't confront the strong, certain occasions make it meaningful. When heaven and earth or a prince and his official meet, prosperity and order are established. However, the coming together must be genuine and without dishonest motives to avoid harm.","Under heaven, wind:
The image of Coming to Meet.
Thus does the prince act when disseminating his commands
And proclaiming them to the four quarters of heaven.","The situation resembles hexagram guān, Contemplation (View). In guān, the wind blows over the earth, while here it blows under heaven, symbolizing the ruler's influence through commands. Just as wind moves things on earth, the ruler's commands move the people. Though distant, the ruler's decrees set things in motion.","","",2023-06-12 03:53:46.222137+00,2023-06-19 19:07:07.692655+00,,1,5,1,1,011111
